2015-10-20,113.769997
2015-10-19,111.730003
2015-10-16,111.040001
2015-10-15,111.860001
2015-10-14,110.209999
2015-10-13,111.790001
2015-10-12,111.599998
2015-10-09,112.120003
2015-10-08,109.50
2015-10-07,110.779999
2015-10-06,111.309998
2015-10-05,110.779999
2015-10-02,110.379997
2015-10-01,109.580002
2015-09-30,110.300003
2015-09-29,109.059998
2015-09-28,112.440002
2015-09-25,114.709999
2015-09-24,115.00
2015-09-23,114.32
2015-09-22,113.400002
2015-09-21,115.209999
2015-09-18,113.449997
2015-09-17,113.919998
2015-09-16,116.410004
2015-09-15,116.279999
2015-09-14,115.309998
2015-09-11,114.209999
2015-09-10,112.57
2015-09-09,110.150002
2015-09-08,112.309998
2015-09-04,109.269997
2015-09-03,110.370003
2015-09-02,112.339996
2015-09-01,107.720001
2015-08-31,112.760002
2015-08-28,113.290001
2015-08-27,112.919998
2015-08-26,109.690002
2015-08-25,103.739998
2015-08-24,103.120003
2015-08-21,105.760002
2015-08-20,112.650002
2015-08-19,115.010002
2015-08-18,116.50
2015-08-17,117.160004
2015-08-14,115.959999
2015-08-13,115.150002
2015-08-12,115.239998
2015-08-11,113.489998
2015-08-10,119.720001
2015-08-07,115.519997
2015-08-06,115.129997
2015-08-05,115.400002
2015-08-04,114.639999
2015-08-03,118.440002
2015-07-31,121.300003
2015-07-30,122.370003
2015-07-29,122.989998
2015-07-28,123.379997
2015-07-27,122.769997
2015-07-24,124.50
2015-07-23,125.160004
2015-07-22,125.220001
2015-07-21,130.75
2015-07-20,132.070007
2015-07-17,129.619995
2015-07-16,128.509995
2015-07-15,126.82
2015-07-14,125.610001
2015-07-13,125.660004
2015-07-10,123.279999
2015-07-09,120.07
2015-07-08,122.57
2015-07-07,125.690002
2015-07-06,126.00
2015-07-02,126.440002
2015-07-01,126.599998
2015-06-30,125.43
2015-06-29,124.529999
2015-06-26,126.75
2015-06-25,127.50
2015-06-24,128.110001
2015-06-23,127.029999
2015-06-22,127.610001
2015-06-19,126.599998
2015-06-18,127.879997
2015-06-17,127.300003
2015-06-16,127.599998
2015-06-15,126.919998
2015-06-12,127.169998
2015-06-11,128.589996
2015-06-10,128.880005
2015-06-09,127.419998
2015-06-08,127.800003
2015-06-05,128.649994
2015-06-04,129.360001
2015-06-03,130.119995
2015-06-02,129.960007
2015-06-01,130.539993
2015-05-29,130.279999
2015-05-28,131.779999
2015-05-27,132.039993
2015-05-26,129.619995
2015-05-22,132.539993
2015-05-21,131.389999
2015-05-20,130.059998
2015-05-19,130.070007
2015-05-18,130.190002
2015-05-15,128.770004
2015-05-14,128.949997
2015-05-13,126.010002
2015-05-12,125.870003
2015-05-11,126.32
2015-05-08,127.620003
2015-05-07,125.260002
